Song,Artist,Average_Rank,Max_Rank,First_Week_on_Board,First_Rank_on_Board,Last_Week_on_Board,Last_Rank_on_Board,Weeks_on_Board,track_id,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,tag,year,views,features,lyrics,id
Now That We Found Love,Heavy D & The Boyz,35.5,11,6/26/1991,93,11/20/1991,86,22,1KONmY3enP3r3nIPQidWAy,57,4bAwnTaD8QcruiVdb1zzzY,Peaceful Journey,1/1/1991,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.744,0.697,8,-14.753,1,0.0631,0.039,0,0.171,0.683,119.955,258200,rap,1991,30840,"{""Aaron Hall""}","[Intro]
Now that we found love
What are we gonna do with it
Now that we found love
What are we gonna do with it

[Verse 1]
One two, tell me what you got
Let me slip my quarters inside your slot to hit the jackpot
Rev me up, rev me up my little buttercup
We can tug sheets snuggle up and get stuck
Believe it or not, here comes the brother with glow
A strugglin', bubblin' overweight lover hug pro
So what's it gonna be, me or the TV
Now let me take time to set your mind and your body free
So why don't you just stretch stretch for a sec
Lay down your problems so I can cop a quick wreck
Shake me, shake me baby Baby bake me
No need to fake here I am come on and take me
Wind your body baby move your body
I see you slip sliding come on and do it hottie
I'm not quite sure as to what is going down
But I'm feeling hunky–dory about this thing that I found
[Chorus]
Now that we found love
What are we gonna do with it
Now that we found love
What are we gonna do with it

[Verse 2]
I like the way you wiggle you don't jingle, but you jiggle
So spread open your love cause it's Heavy in the middle
Move it like a mover she wanted to groove so I grooved her
Then she wanted to learn so we played school and I schooled her
(Mary had a little lamb) But not like this
We can toss and turn, rumble, tumble and twist
Anything you want, I'll give it fantasies we'll live it
So lay down and relax, lover, my lady
Lady lover, my baby girl
Spread your wings so we can fly around the world
Harmony, charming me your fingertips are calming me
When you dropped the kisses, Suzie Q, you dropped the bomb on me
Stretch it, stretch it, flex it, flex it
Gimme the permission okey-dokey I'll bless it
Bless it like buddha, buddha has to bless
We can lay down after loving put your head on my chest

[Chorus]
Now that we found love
What are we gonna do with it
Now that we found love
What are we gonna do with it
[Verse 3]
What can we do what are we gonna do
Roses are red and violets are blue
Love is good and plenty if you get plenty good lovin'
Kiss you where you're hot give what I got to keep you bubblin'
Do me right, do me right my lonesome dove
Tell ya man one time what is this thing called love
I'm not quite sure as to what is going down
But I'm feelin' hunky–dory about this thing I found

[Chorus]
Now that we found love
What are we gonna do with it
Now that we found love
What are we gonna do with it
Now that we found love
What are we gonna do with it
Now that we found love
What are we gonna do with it

[Outro]
Here we go, keep it funky
Put your hands together, y'all come on
Bring it back one time
All up in money earning Mount Vernon
This one's dedicated to you
Know what I'm saying
Brooklyn, Bronx, Queens, Manhattan
The whole New York City
I said I love ya to death
And ya don't stop
Ya don't quit, ya gotta keep on
Until the d-d-do it like this
Ya don't stop, ya don't quit
Ya gotta keep on and on and on
Yeah
Alright
Oh yeah",22395
No Scrubs,TLC,13.321428571428571,1,2/17/1999,67,8/25/1999,46,28,1KGi9sZVMeszgZOWivFpxs,79,1CvjjpvqVMoyprsf74bpYW,Fanmail,2/23/1999,The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,0.743,0.675,8,-4.267,0,0.0953,0.0251,7.17e-4,0.0685,0.59,92.909,214400,rb,1999,228723,{},"[Intro: Chilli]
Oh-oh

[Verse 1: Chilli]
A scrub is a guy that thinks he's fly
And is also known as a busta
Always talkin' 'bout what he wants
And just sits on his broke ass, so

[Pre-Chorus: Chilli]
No, I don't want your number
No, I don't wanna give you mine and
No, I don't wanna meet you nowhere
No, don't want none of your time and

[Chorus: Chilli & T-Boz]
No, I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me
I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me
[Verse 2: Chilli]
Well a scrub checkin' me, but his game is kinda weak
And I know that he cannot approach me
'Cause I'm lookin' like class and he's lookin' like trash
Can't get wit' a deadbeat ass, so

[Pre-Chorus: Chilli]
No, I don't want your number
No, I don't wanna give you mine and
No, I don't wanna meet you nowhere
No, don't want none of your time

[Chorus: Chilli & T-Boz]
No, I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me
I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me

[Bridge: Chilli]
If you don't have a car and you're walkin'
Oh, yes son, I'm talkin' to you
If you live at home with your momma
Oh, yes son, I'm talkin' to you (Baby)
If you have a shorty that you don't show love
Oh, yes son, I'm talkin' to you
Wanna get with me with no money
Oh no, I don't want no
No scrub
No scrub, no, no
No scrub, no, no, no, no
No scrub, no, no
[Chorus: Chilli & T-Boz]
No, I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Oh, trying to holla at me
I don't want no scrub (No)
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me (Yeah)

[Chorus: Chilli & T-Boz]
I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me
I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me

[Chorus: Chilli & T-Boz]
I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me
I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me
[Chorus: Chilli & T-Boz]
I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his best friend's ride
Trying to holla at me
I don't want no scrub
A scrub is a guy that can't get no love from me
Hangin' out the passenger side of his...",6591973
Vertigo,Khalid,89,89,10/31/2018,89,10/31/2018,89,1,7stcuQtnHL7C6XdPvpwywv,67,4UNwL1B7JoymNUiTFJa52B,Suncity,10/19/2018,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,270413,rb,2018,207297,{},"[Verse 1]
Are we better off believing
What the ignorance suggests?
I wish living life was easy (Mhm)
But mine has been a mess
They say it comes with the seasons (Mhm)
But the seasons come and go (They go)
I go blurry when I'm thinking
Is it me or vertigo?

[Pre-Chorus]
Criticized, who am I to give up?
I’m breathing, what's the reason to let up?
Sympathize, who am I to give up?
Putting on my favorite get up

[Chorus]
Are we alive?
Or are we dreaming?
After the ride
Are you leaving?
Are we alive? (Darker days, brighter endings)
Or are we dreaming? (Darker days, brighter endings)
After the ride
Are you leaving? (Darker days, brighter endings)
Yeah
[Verse 2]
I've been better off than broken
I’ve been battered, I've been beat
I wish I was more outspoken
But the words are out of reach
Hmm, thought I loved you in the moment
I was happy, I was young
I've been learning, I've been growing
But the worst is yet to come

[Pre-Chorus]
Criticized, who am I to give up? (Who am I?)
I'm breathing, what's the reason to let up?
Sympathize, who am I to give up?
Putting on my favorite get up

[Chorus]
Are we alive?
Or are we dreaming?
After the ride
Are you leaving?
Are we alive? (Darker days, brighter endings)
Or are we dreaming? (Darker days, brighter endings)
After the ride
Are you leaving? (Darker days, brighter endings)
Yeah

[Outro]
Eyes closed, eyes closed
I've been falling with my
Eyes low, eyes low
I've been falling with my
Eyes closed, eyes closed
I’ve been falling with my
Eyes low, eyes low
I’ve been falling with my
Eyes closed, eyes closed
I've been falling with my
Eyes low, eyes low
I’ve been falling with my (Vertigo)
Eyes closed, eyes closed (Vertigo)
I've been falling with my (Vertigo)
Eyes low, eyes low
I've been, I've been, I’ve been
Eyes closed, eyes closed
I've been falling with my
Eyes low, eyes low
I've been falling with my
Eyes closed, eyes closed
I've been falling with my
Eyes low, eyes low
I've been falling with my",4027736
Gypsy,Fleetwood Mac,41.285714285714285,12,9/1/1982,69,12/1/1982,93,14,19Ym5Sg0YyOCa6ao21bdoG,69,0LfM3PGkXE6KvJEE1HkOnz,Greatest Hits,11/21/1988,Classic Rock Radio,4lIywN6kXl9KPm3OQ8u8G7,rock,classic rock,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,264907,rock,1982,160050,{},"[Verse 1]
So I'm back, to the velvet underground
Back to the floor, that I love
To a room with some lace and paper flowers
Back to the gypsy that I was
To the gypsy that I was

[Verse 2]
And it all comes down to you
Well you know that it does
And lightning strikes, maybe once, maybe twice
Oh, and it lights up the night
And you see your gypsy
You see your gypsy

[Bridge]
To the gypsy that remains
Faces freedom with a little fear
I have no fear, I have only love
And if I was a child
And the child was enough
Enough for me to love
Enough to love
[Verse 3]
She is dancing away from me now
She was just a wish
She was just a wish
And a memory is all that is left for you now
You see your gypsy, oh
You see your gypsy

[Outro]
Lightning strikes, maybe once, maybe twice
And it all comes down to you
And it all comes down to you
Lightning strikes, maybe once, maybe twice
And it all comes down to you
And it all comes down to you
I still see your bright eyes, bright eyes
And it all comes down to you
I still see your bright eyes, bright eyes
And it all comes down to you
I still see your bright eyes, bright eyes
(She was just a wish)
(She was just a wish)
And it all comes down to you
Lightning strikes, maybe once, maybe twice
And it all comes down to you",185180
Smile,Lily Allen,83,49,2/7/2007,83,5/30/2007,94,16,79z9QkhHePTFsSeVw9uyj0,64,5ySBiY0v4b03yw98oRDKtS,"Alright, Still (Deluxe)",7/14/2006,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,196893,pop,2006,103670,{},"[Verse 1]
When you first left me
I was wantin' more
But you were fucking that girl next door
What'cha do that for? (What'cha do that for?)
When you first left me
I didn't know what to say (Say)
I never been on my own that way
Just sat by myself all day

[Pre-Chorus]
I was so lost back then
But with a little help from my friends
I found a light in the tunnel at the end
Now you're calling me up on the phone
So you can have a little whine and a moan
And it's only because you're feelin' alone

[Chorus]
At first, when I see you cry
Yeah, it makes me smile
Yeah, it makes me smile
At worst, I feel bad for a while
But then I just smile
I go ahead and smile
[Verse 2]
Whenever you see me
You say that you want me back (Want me back)
And I tell you it don't mean jack (It don't mean jack)
No, it don't mean jack (No, it don't mean jack)
I couldn't stop laughin'
No, I just couldn't help myself (Help myself)
See, you messed up my mental health (Mental health)
I was quite unwell

[Pre-Chorus]
I was so lost back then
But with a little help from my friends
I found a light in the tunnel at the end
Now you're calling me up on the phone
So you can have a little whine and a moan
And it's only because you're feelin' alone

[Chorus]
At first, when I see you cry (When I see you cry)
Yeah, it makes me smile (It makes me smile)
Yeah, it makes me smile (Yeah, it makes me smile)
At worst, I feel bad for a while (I feel bad for a while)
But then I just smile (But then I just smile)
I go ahead and smile (I go ahead and smile)
[Bridge]
La-la-la, la-la-la, la-la-la, la-la-la
La-la-la, la-la-la, la-la-la, la-la-la
La-la-la, la-la-la, la-la-la, la-la-la, la-la-la

[Chorus]
At first, when I see you cry (When I see you cry)
Yeah, it makes me smile (It makes me smile)
Yeah, it makes me smile (It makes me smile)
At worst, I feel bad for a while (I feel bad for a while)
But then I just smile (But then I just smile)
I go ahead and smile
I go ahead and smile",183237
The Climb,Miley Cyrus,17.357142857142858,4,3/18/2009,6,9/23/2009,45,28,5x5JM1BSB6vollcIzDocqT,72,0IuHVgAvbNDJnJepuSZ8Oz,The Time Of Our Lives (International Version),1/1/2009,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.336,0.602,4,-6.354,1,0.0325,0.0635,0,0.141,0.299,161.01,234520,pop,2009,303137,{},"[Verse 1]
I can almost see it
That dream I'm dreaming, but
There's a voice inside my head saying
""You'll never reach it""
Every step I'm taking
Every move I make feels lost with no direction
My faith is shaken

[Pre-Chorus 1]
But I, I gotta keep trying
Gotta keep my head held high

[Chorus 1]
There's always gonna be another mountain
I'm always gonna wanna make it move
Always gonna be an uphill battle
Sometimes I'm gonna have to lose
Ain't about how fast I get there
Ain't about what's waiting on the other side
It's the climb
[Verse 2]
The struggles I'm facing
The chances I'm taking
Sometimes might knock me down, but
No, I'm not breaking
I may not know it
But these are the moments that
I'm gonna remember most, yeah
Just gotta keep going

[Pre-Chorus 2]
And I, I gotta be strong
Just keep pushing on, 'cause...

[Chorus 1]
There's always gonna be another mountain
I'm always gonna wanna make it move
Always gonna be an uphill battle
Sometimes I'm gonna have to lose
Ain't about how fast I get there
Ain't about what's waiting on the other side
It's the climb

[Instrumental Bridge]
Yeah
[Chorus 2]
There's always gonna be another mountain
I'm always gonna wanna make it move
Always gonna be an uphill battle
Sometimes you're gonna have to lose
Ain't about how fast I get there
Ain't about what's waiting on the other side
It's the climb
Yeah

[Outro]
Keep on moving
Keep climbing
Keep the faith, baby
It's all about, it's all about the climb
Keep your faith, keep your faith
Whoa-ooh-oh",186043
Can't Tell Me Nothing,Kanye West,80.10526315789474,41,6/13/2007,80,11/21/2007,97,19,4ImL3v98u2BLkwnyQDjfRm,8,3SZr5Pco2oqKFORCP3WNj9,Graduation,1/1/2007,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.594,0.614,5,-6.091,0,0.0536,0.0121,0,0.823,0.101,79.968,271600,NA,NA,NA,NA,NA,NA
Marvins Room,Drake,54.55555555555556,21,8/3/2011,68,12/14/2011,99,18,047fCsbO4NdmwCBn8pcUXl,74,6X1x82kppWZmDzlXXK3y3q,Take Care (Deluxe),11/15/2011,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,rb,2011,3162239,{},"[Intro: Ericka Lee]
Hello?
Yeah, I just walked in
Yeah, I'm good, you still working?
Tonight, right now?
Did I go out? Yeah, I went out, I went
I went to a couple of clubs
I never went to bed, shit
Wine or water?
Did you say something about a cold drink? I don't know
I'm delirious

[Verse 1: Drake]
Cups of the rosé
Bitches in my old phone
I should call one and go home
I've been in this club too long
The woman that I would try
Is happy with a good guy
But I've been drinkin' so much
That I'ma call her anyway and say
[Chorus: Drake]
Fuck that nigga that you love so bad
I know you still think about the times we had
I say fuck that nigga that you think you found
And since you pick up, I know he's not around, oh, oh

[Post-Chorus: Drake & Ericka Lee]
Are you drunk right now?
I'm just sayin' you could do better
Tell me, have you heard that lately?
I'm just sayin' you could do better
And I'll start hatin' only if you make me

[Verse 2: Drake]
Uh, cups of the XO
All my people been here
I see all of her friends here
Guess she don't have the time to kick it no more
Flight's in the morning
What you doin' that's so important?
I've been drinkin' so much
That I'ma call you anyway and say

[Chorus: Drake]
Fuck that nigga that you love so bad
I know you still think about the times we had
I say fuck that nigga that you think you found
And since you pick up, I know he's not around
[Post-Chorus: Drake & Ericka Lee]
Are you drunk right now?
I'm just sayin' you could do better
Tell me, have you heard that lately?
I'm just sayin' you could do better
And I'll start hatin' only if you make me

[Verse 3: Drake]
I think I'm addicted to naked pictures
And sittin' talkin' 'bout bitches that we almost had
I don't think I'm conscious of makin' monsters
Outta the women I sponsor 'til it all goes bad
But, shit, it's all good
We threw a party, yeah, we threw a party
Bitches came over, yeah, we threw a party
I was just callin' 'cause they were just leavin'
Talk to me, please, don't have much to believe in
I need you right now, are you down to listen to me?
Too many drinks have been given to me
I got some women that's livin' off me
Paid for their flights and hotels, I'm ashamed
Bet that you know them, I won't say no names
After a while, girl, they all seem the same
I've had sex four times this week, I'll explain
Havin' a hard time adjustin' to fame
Sprite in there mixed up
I've been talkin' crazy, girl, I'm lucky that you picked up
Lucky that you stayed on
I need someone to put this weight on
Fuck, I'm sorry
[Post-Chorus: Drake & Ericka Lee]
Are you drunk right now?
I'm just sayin' you could do better
Tell me, have you heard that lately?
I'm just sayin' you could do better
And I'll start hatin' only if you make me

[Interlude: Drake]
You not gon' come?
I guess I'm 'bout to just kick it here then

[Outro: Drake]
Just throw up while I hold your hair back
Her white friend said, ""You niggas crazy,"" I hope no one heard that
Yeah, I hope no one heard that
'Cause if they did, we gon' be in some trouble, yeah
If they did, we gon' be in some trouble, trouble, oh",50895
Is She Really Going Out With Him?,Joe Jackson,46.4,21,6/6/1979,76,9/12/1979,100,15,29SRvYOKbMLOZeOubNGtLb,58,6Bt6KjNfoCp6UbYVFGH4FH,Look Sharp!,1/5/1979,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.874,0.318,3,-6.869,1,0.0454,0.0353,1.69e-5,0.217,0.919,116.117,215067,rock,1978,9549,{},"[Verse 1]
Pretty women out walking with gorillas down my street
From my window, I'm staring while my coffee goes cold
Look over there (Where?)
There, there's a lady that I used to know
She's married now or engaged or something, so I'm told

[Chorus]
Is she really going out with him?
Is she really gonna take him home tonight?
Is she really going out with him?
'Cause if my eyes don't deceive me
There's something going wrong around here

[Verse 2]
Tonight's the night when I go to all the parties down my street
I wash my hair and I kid myself I look real smooth
Look over there (Where?)
There, here comes Jeanie with her new boyfriend
They say that looks don't count for much
And so there goes your proof
[Chorus]
Is she really going out with him?
Is she really gonna take him home tonight?
Is she really going out with him?
'Cause if my eyes don't deceive me
There's something going wrong around here
Around here

[Bridge]
But if looks could kill
There's a man there who's marked down as dead
'Cause I've had my fill
Listen, you, take your hands from her head
I get so mean around this scene
Hey, hey, hey

[Chorus]
Is she really going out with him?
Is she really gonna take him home tonight?
Is she really going out with him?
'Cause if my eyes don't deceive me
There's something going wrong around here

[Outro]
Around here
Something going wrong around here
Something going wrong around here
Something going wrong around here
Something going wrong around",1790935
Rag Doll,Aerosmith,44.588235294117645,17,6/1/1988,86,9/21/1988,79,17,6D9p4KYFB9wC5e3osnpVkU,24,33lrptYaoQiDsAcZPXKFna,Tough Love: Best Of The Ballads,1/1/2011,80s / Classic Rock,29dTrOurPDrMcrnio2q6hZ,rock,classic rock,0.594,0.935,4,-4.796,1,0.049,0.537,0,0.0836,0.675,93.448,264947,rock,1987,28627,{},"[Chorus 1]
Rag Doll living in a movie
Hot tramp Daddy's little cutie
You're so fine they'll never see you leaving by the back door, man
Hot time get it while it's easy
Don't mind come on up and see me
Rag Doll baby won't you do me like you done before

[Verse]
I'm feeling like a bad boy
Mmm just a like a bad boy
I'm ripping up a Rag Doll
Like throwing away an old toy
Some babe's talking real loud
Talking all about the new crowd
Try and tell me of an old dream
A new version of the old scene
Speak easy on the grape vine
Keep shuffling in a shoe shine
Old tin lizzy do it until you're dizzy
Give it all you got until you're put out of your misery
[Chorus 1]
Rag Doll living in a movie
Hot tramp Daddy's little cutie
You're so fine they'll never see you leaving by the back door, man
Hot time get it while it's easy
Don't mind come on up and see me
Rag Doll baby won't you do me like you done before

[Chorus 2]
Yes I'm moving
Yes I'm moving
Get ready for the big time
Tap dancing on a land mine
Yes I'm moving
Yes I'm moving
Old tin lizzy do it until you're dizzy
Give it all you got until you're put out of your misery

[Chorus 1]
Rag Doll living in a movie
Hot tramp Daddy's little cutie
You're so fine they'll never see you leaving by the back door, man
Hot time get it while it's easy
Don't mind come on up and see me
Rag Doll baby won't you do me like you done before
[Chorus 2]
Yes I'm moving
Yes I'm moving
Get ready for the big time
Get crazy on the moonshine
Yes I'm moving
I'm really moving
Sloe gin fizzy, do it until you're dizzy
Give it all you got until you're put out of your misery

[Chorus 1]
Rag Doll living in a movie
Hot tramp Daddy's little cutie
You're so fine they'll never see you leaving by the back door, man
Hot time get it while it's easy
Don't mind come on up and see me
Rag Doll baby won't you do me like you done before

Rag Doll living in a movie
Hot tramp Daddy's little cutie
You're so fine they'll never see you leaving by the back door, man
Hot time get it while it's easy
Don't mind come on up and see me
Rag Doll baby won't you do me like you done before",319165
Locomotive Breath,Jethro Tull,71.25,62,2/11/1976,88,3/31/1976,82,8,0MYNeFsKpzBHwrJGfWZysV,60,0NGM3Ftwjw0dLNpAowmz3x,Aqualung (Special Edition),3/19/1971,Progressive Rock / Metal - Rock /Metal  Progresivo,7GhTpb4eOp6403Bmgqz3db,rock,album rock,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,266013,rock,1971,34155,{},"[Intro]

[Verse 1]
In the shuffling madness
Of the locomotive breath
Runs the all-time loser
Headlong to his death
He feels the piston scraping
Steam breaking on his brow

[Refrain]
Old Charlie stole the handle
And the train it won't stop going
No way to slow down
Oh-oh

[Verse 2]
He sees his children jumping off
At the stations - one by one
His woman and his best friend
In bed and having fun
He's crawling down the corridor
On his hands and knees
[Refrain]
Old Charlie stole the handle and
The train it won't stop going
No way to slow down
Hey-hey

[Flute Solo]

[Verse 3]
He hears the silence howling
Catches angels as they fall
And the all-time winner
Has got him by the balls
Oh, he picks up Gideon's Bible
Open at page one

[Refrain]
I said, God, he stole the handle and
The train it won't stop goin'
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down",602876
No One,Alicia Keys,12.64102564102564,1,9/19/2007,71,6/11/2008,44,39,6IwKcFdiRQZOWeYNhUiWIv,79,6KlxyxhXEDo1LdheFulN7h,As I Am (Expanded Edition),11/9/2007,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-6,0.134,0.166,90.042,253813,rb,2007,331245,{},"[Verse 1]
I just want you close
Where you can stay forever
You can be sure
That it will only get better

[Pre-Chorus]
You and me together
Through the days and nights
I don't worry 'cause
Everything's going to be alright
People keep talking, they can say what they like
But all I know is everything's gonna be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel for you
[Verse 2]
When the rain is pouring down
And my heart is hurting
You will always be around
This, I know for certain

[Pre-Chorus]
You and me together
Through the days and nights
I don't worry 'cause
Everything's going to be alright
People keep talking, they can say what they like
But all I know is everything's gonna be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel

[Bridge]
I know some people search the world
To find something like what we have
I know people will try, try to divide, something so real
So 'til the end of time, I'm telling you there ain't no one
[Chorus]
No one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you

[Outro]
Oh, oh oh oh, oh oh oh, oh oh oh oh oh oh oh oh oh oh
Oh, oh oh oh, oh oh oh, oh oh oh oh oh oh oh oh oh oh",428036
My Humps,The Black Eyed Peas,18.88888888888889,3,8/17/2005,85,4/19/2006,44,36,2WNVqZq1ujhMDlOAqBFkVv,9,6Gdt5ogiuJ9knp8Q5148ea,Monkey Business,1/1/2005,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-5,0.109,0.586,123.95,326960,NA,NA,NA,NA,NA,NA
Strike It Up,Black Box,39.27777777777778,8,4/3/1991,87,7/31/1991,98,18,742hY2twqAjwNYnKkQdilj,52,6r4vIr4aUsK00mGHDiQkrl,Dreamland,4/9/1990,Kenny B's Ultimate New Jack Swing Mix,7bdhfXlbfml9CuNn5c7372,r&b,new jack swing,0.876,0.862,6,-7.694,0,0.062,0.0117,2.76e-4,0.0658,0.915,118.396,298691,pop,1991,5260,{},"Yeah, yeah
Dance, dance, dance, dance
Yeah, yeah
Dance, dance, dance, dance

Strike it up, this band is gonna play my tune
Strike it up, I wanna I wanna tell you so
Strike it up, nobody's gonna stop my sound
Strike it up, you know how lonely one can feel

If I have the line and you have the bass
Let's just combine no need to waste our time
Get together you never know what we'll find

Cause acid house it's plain and it's simple
Pump up the bass and raise up the treble
Send to the crowd on the floor in the middle
Rub-a-dub-dub on your spots till it tickles

Plain and simple acid is bold
This style of music I feel will prolong
I know what I say won't turn out to be wrong
The bold acid beat it will always be strong
Waiting on my feelings, yeah, yeah
Waiting on my feelings, feelings
Waiting on my feelings, yeah, yeah
Waiting on my feelings, feelings

Yeah, yeah
Dance, dance, dance, dance
Yeah, yeah
Dance, dance, dance, dance

Strike it up, your hand is tapping on my skin
Strike it up, and keep me and keep me standing on
Strike it up, nobody's gonna let you down
Strike it up, you know how lovely one can be

If I have the line and you have the bass
Let's just combine no need to waste our time
Get together you never know what we'll find

Cause acid house it's plain and it's simple
Pump up the bass and raise up the treble
Send to the crowd on the floor in the middle
Rub-a-dub-dub on your spots till it tickles

Plain and simple acid is bold
This style of music I feel will prolong
I know what I say won't turn out to be wrong
The bold acid beat it will always be strong
Waiting on my feelings, yeah, yeah
Waiting on my feelings, feelings
Waiting on my feelings, yeah, yeah
Waiting on my feelings, feelings

Yeah, yeah
Dance, dance, dance, dance
Yeah, yeah
Dance, dance, dance, dance

Strike it up, strike it up
Strike it up, strike it up
Strike it up, strike it up
Strike it up, strike it up
Strike it up, strike it up
Strike it up, strike it up",1498604
House Of The Rising Sun,The Animals,13.454545454545455,1,8/5/1964,60,10/14/1964,38,11,61Q9oJNd9hJQFhSDh6Qlap,60,0h5qS8o0dAoPfj6bLg3z3Y,The Best Of The Animals,1966-02,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.315,0.534,9,-7.552,0,0.031,8.25e-4,0.108,0.101,0.283,116.89,269720,NA,NA,NA,NA,NA,NA
